0,Martha Fu,3,4,[2931 3390 25339 32799],0
1,Martha Fu,2,4,[13731 14860 15286 16229],0
2,Martha Fu,4,4,[3239 4168 9222 10055],0
3,Martha Fu,4,4,[886 1837 2094 2167],0
4,Martha Fu,3,4,[886 48894 6004 6190],0
5,Martha Fu,5,4,[2931 35790 47212 43785],0
6,Martha Fu,2,4,[2931 4060 4486 5429],0
7,Martha Fu,4,4,[6839 7768 12822 13655],0
8,Martha Fu,4,4,[3239 4168 9222 10055],0
9,Martha Fu,4,4,[3239 4168 9222 10055],0
10,Martha Fu,4,4,[3239 7169 18929 15643],0
11,Martha Fu,0,0,[],4
12,Martha Fu,4,4,[886 1837 2094 2167],0
13,Martha Fu,3,4,[3239 7169 4168 7984],0
14,Martha Fu,3,4,[2931 3390 25339 32799],0
15,Martha Fu,2,4,[13731 14860 15286 16229],0
16,Martha Fu,2,4,[10131 11260 11686 12629],0
17,Martha Fu,4,4,[3239 4168 9222 10055],0
18,Martha Fu,2,4,[6531 6839 10939 18460],0
19,Martha Fu,2,4,[2931 3239 3739 4060],0
20,Martha Fu,4,4,[3239 7169 18929 15643],0
21,Martha Fu,5,4,[2931 3739 15685 5103],0
22,Martha Fu,3,4,[3239 7169 4168 7984],0
23,Martha Fu,3,4,[3239 7169 4168 7984],0
24,Martha Fu,3,4,[2931 3390 25339 32799],0
25,Martha Fu,2,4,[6531 7660 8086 9029],0
26,Martha Fu,2,4,[2931 4060 4486 5429],0
27,Martha Fu,3,4,[3239 7169 4168 7984],0
28,Martha Fu,2,4,[6531 7660 8086 9029],0
29,Martha Fu,2,4,[6531 7660 8086 9029],0
30,Martha Fu,4,4,[6839 7768 12822 10055],0
31,Martha Fu,2,4,[6531 6839 10939 18460],0
32,Martha Fu,4,4,[3239 3569 4529 4843],0
33,Martha Fu,2,3,[2931 3239 7169],1
34,Martha Fu,2,3,[2931 3239 7169],1
35,Martha Fu,3,4,[2931 3390 25339 32799],0
36,Martha Fu,2,4,[886 1829 2931 3251],0
37,Martha Fu,4,4,[3239 7169 18929 15643],0
38,Martha Fu,3,4,[886 1829 3763 4194],0
39,Martha Fu,3,4,[886 1829 3763 4194],0
40,Martha Fu,2,4,[2931 3239 7169 3739],0
41,Martha Fu,3,4,[2931 3390 25339 32799],0
42,Martha Fu,5,4,[2931 35790 47212 43785],0
43,Martha Fu,2,4,[886 1829 2931 3251],0
44,Martha Fu,2,4,[886 9029 2931 10451],0
45,Martha Fu,4,4,[3239 7169 18929 15643],0
46,Martha Fu,2,4,[35639 6531 6990 39569],0
47,Jimmy Yuan,1,4,[330 1290 1714 2353],0
48,Jimmy Yuan,0,4,[330 732 1145 2383],0
49,Jimmy Yuan,1,4,[330 1133 1290 1604],0
50,Jimmy Yuan,1,4,[1145 1290 1783 2383],0
51,Jimmy Yuan,0,4,[330 732 929 988],0
52,Jimmy Yuan,0,4,[1290 4529 6860 15388],0
53,Jimmy Yuan,1,4,[732 4529 5983 10416],0
54,Jimmy Yuan,1,4,[732 988 1931 2353],0
55,Jimmy Yuan,1,4,[1145 1290 1783 2383],0
56,Jimmy Yuan,0,4,[330 732 988 1133],0
57,Jimmy Yuan,0,4,[8129 37145 34783 3930],0
58,Jimmy Yuan,0,4,[1290 4529 6860 15388],0
59,Jimmy Yuan,1,4,[6860 8188 8333 10553],0
60,Jimmy Yuan,1,4,[732 4529 5983 6816],0
61,Jimmy Yuan,1,4,[1145 2383 3225 3260],0
62,Jimmy Yuan,0,4,[330 929 1133 1145],0
63,Jimmy Yuan,0,4,[732 929 988 1290],0
64,Jimmy Yuan,0,4,[732 929 988 1290],0
65,Jimmy Yuan,1,4,[330 732 929 3553],0
66,Jimmy Yuan,0,4,[1290 4529 6860 15388],0
67,Jimmy Yuan,1,4,[732 4529 5983 6816],0
68,Jimmy Yuan,1,4,[929 10416 3930 4332],0
69,Jimmy Yuan,0,4,[330 732 988 1133],0
70,Jimmy Yuan,0,4,[8129 37145 34783 3930],0
71,Jimmy Yuan,1,4,[6860 8188 8333 10553],0
72,Jimmy Yuan,0,4,[929 3260 11788 11933],0
73,Jimmy Yuan,0,4,[330 732 929 988],0
74,Jimmy Yuan,1,4,[929 3216 3930 4332],0
75,Jimmy Yuan,0,4,[330 929 1133 1145],0
76,Jimmy Yuan,0,4,[330 929 1133 1145],0
77,Jimmy Yuan,1,4,[330 732 929 3553],0
78,Jimmy Yuan,0,4,[1290 4529 6860 15388],0
79,Jimmy Yuan,0,4,[1290 4529 6860 15388],0
80,Jimmy Yuan,0,4,[929 3260 11788 11933],0
81,Jimmy Yuan,1,4,[6860 8188 8333 10553],0
82,Jimmy Yuan,1,4,[3260 4588 4733 14153],0
83,Jimmy Yuan,0,4,[330 732 929 988],0
84,Jimmy Yuan,2,4,[988 1133 9131 10553],0
85,Chen Yi Ling,3,4,[656 989 1448 1632],0
86,Chen Yi Ling,5,4,[759 2846 13405 3244],0
87,Chen Yi Ling,5,4,[759 13646 35644 20453],0
88,Chen Yi Ling,0,4,[3468 4712 5303 5495],0
89,Chen Yi Ling,0,4,[1112 1703 1895 2173],0
90,Chen Yi Ling,2,4,[656 1347 1512 1891],0
91,Chen Yi Ling,0,4,[656 1112 1512 1703],0
92,Chen Yi Ling,1,4,[1512 1632 2173 3129],0
93,Chen Yi Ling,3,3,[759 1112 1186],1
94,Chen Yi Ling,3,4,[759 1632 2846 3305],0
95,Chen Yi Ling,0,4,[3344 4359 5232 5773],0
96,Chen Yi Ling,0,4,[1112 1703 1895 2173],0
97,Chen Yi Ling,0,4,[1112 1703 1895 2173],0
98,Chen Yi Ling,2,4,[656 1347 1512 1891],0
99,Chen Yi Ling,3,4,[656 989 1448 1632],0
100,Chen Yi Ling,2,4,[1632 1895 2162 2199],0
101,Chen Yi Ling,1,4,[1512 1632 2173 6729],0
102,Chen Yi Ling,2,4,[656 759 989 1250],0
103,Chen Yi Ling,5,4,[759 2846 13405 3244],0
104,Chen Yi Ling,2,4,[656 1347 1512 1891],0
105,Chen Yi Ling,1,4,[656 759 989 1112],0
106,Chen Yi Ling,1,4,[1112 1632 2173 2585],0
107,Chen Yi Ling,1,3,[656 759 1112],1
108,Chen Yi Ling,0,4,[1632 1703 2173 2201],0
109,Chen Yi Ling,0,4,[3344 4359 5232 5773],0
110,Chen Yi Ling,2,4,[656 1112 1250 1347],0
111,Chen Yi Ling,2,4,[656 759 989 1250],0
112,Chen Yi Ling,0,4,[4256 33512 5232 34103],0
113,Chen Yi Ling,3,4,[759 1632 2846 35705],0
114,Chen Yi Ling,3,4,[759 1632 2846 35705],0
115,Chen Yi Ling,0,4,[3344 4359 5232 5773],0
116,Chen Yi Ling,5,4,[759 2846 13405 3244],0
117,Chen Yi Ling,2,4,[656 1347 1512 1891],0
118,Chen Yi Ling,0,4,[656 1112 1512 1703],0
119,Chen Yi Ling,1,4,[1512 1632 2173 6729],0
120,Chen Yi Ling,2,4,[656 1112 1250 1347],0
121,Chen Yi Ling,5,4,[759 2846 13405 3244],0
122,Chen Yi Ling,5,4,[759 2846 3244 20453],0
123,Chen Yi Ling,2,4,[1632 1895 12962 12999],0
124,Chen Yi Ling,1,4,[656 759 989 1112],0
125,Chen Yi Ling,2,4,[656 759 989 1250],0
126,Chen Yi Ling,3,4,[759 1632 2846 35705],0
127,Chen Yi Ling,1,4,[759 1632 2173 24729],0
128,Chen Yi Ling,1,4,[759 1632 2173 24729],0
129,Chen Yi Ling,3,4,[2173 4359 6446 17005],0
130,Chen Yi Ling,3,4,[2173 4359 6446 17005],0
131,Chen Yi Ling,5,4,[759 2846 6205 6844],0
132,Chen Yi Ling,1,4,[1512 1632 2173 6729],0
133,Chen Yi Ling,1,4,[1512 1632 2173 6729],0
